city_name,country_code,w_main,w_description,w_icon,w_temp,w_feels_like,w_temp_min,w_temp_max,w_pressure,humidity,wind_speed,wind_deg,clouds,dt,sunrise,sunset,timezone,w_name
Schwabisch Gmund,DE,Clouds,overcast clouds,04d,281.04,280.13,279.49,283.26,1000.0,90.0,1.74,12.0,100.0,1648662342.0,1648616580.0,1648662442.0,7200.0,Schwäbisch Gmünd
Garbsen,DE,Clouds,scattered clouds,03d,280.12,277.96,279.18,281.09,1003.0,65.0,3.09,70.0,40.0,1648662445.0,1648616462.0,1648662656.0,7200.0,Garbsen-Mitte
Hurth,DE,Clouds,broken clouds,04d,284.03,282.45,282.82,284.64,1001.0,49.0,4.63,30.0,75.0,1648662445.0,1648617188.0,1648663236.0,7200.0,Hürth
Wesel,DE,Clouds,overcast clouds,04d,281.99,279.63,280.29,284.88,1003.0,30.0,4.2,35.0,100.0,1648662445.0,1648617213.0,1648663335.0,7200.0,Wesel
Stralsund,DE,Clouds,overcast clouds,04n,276.79,271.58,275.94,277.07,1008.0,68.0,7.93,83.0,85.0,1648662445.0,1648615528.0,1648661918.0,7200.0,Stralsund
Greifswald,DE,Clouds,overcast clouds,04n,275.96,270.49,275.96,275.96,1008.0,71.0,7.97,77.0,92.0,1648662446.0,1648615468.0,1648661833.0,7200.0,Steinbecker Vorstadt
Offenburg,DE,Rain,light rain,10d,281.86,280.4,281.13,282.49,1000.0,91.0,2.57,20.0,100.0,1648662446.0,1648617039.0,1648662875.0,7200.0,Offenburg
Langenfeld,DE,Clouds,overcast clouds,04d,283.95,282.44,282.37,284.87,1002.0,52.0,3.97,39.0,98.0,1648662446.0,1648617159.0,1648663230.0,7200.0,Reusrath
Neu-Ulm,DE,Clouds,broken clouds,04n,281.75,280.66,280.14,282.96,999.0,87.0,2.06,210.0,75.0,1648662446.0,1648616549.0,1648662376.0,7200.0,Neu-Ulm
Unna,DE,Clouds,few clouds,02d,281.26,278.32,280.59,282.81,1002.0,71.0,5.14,10.0,20.0,1648662447.0,1648616962.0,1648663072.0,7200.0,Unna
Goppingen,DE,Clouds,overcast clouds,04d,281.17,280.34,280.25,282.43,1000.0,88.0,1.68,358.0,100.0,1648662447.0,1648616619.0,1648662473.0,7200.0,Göppingen
Euskirchen,DE,Clouds,overcast clouds,04d,283.72,282.35,282.36,284.15,1000.0,58.0,0.89,63.0,99.0,1648662447.0,1648617219.0,1648663248.0,7200.0,Euskirchen
Hameln,DE,Clouds,overcast clouds,04d,280.08,277.81,279.03,280.94,1004.0,54.0,3.26,46.0,100.0,1648662448.0,1648616534.0,1648662698.0,7200.0,Hamelin
Frankfurt (Oder),DE,Clouds,overcast clouds,04n,278.27,275.23,278.27,278.86,1003.0,58.0,3.88,38.0,100.0,1648662448.0,1648615279.0,1648661462.0,7200.0,Frankfurt (Oder)
Sankt Augustin,DE,Clear,clear sky,01d,284.43,282.87,283.18,285.26,1000.0,48.0,4.63,30.0,0.0,1648662448.0,1648617119.0,1648663157.0,7200.0,Sankt Augustin
Stolberg,DE,Clouds,overcast clouds,04d,283.02,280.92,282.03,283.9,1002.0,58.0,4.16,20.0,100.0,1648662449.0,1648617347.0,1648663386.0,7200.0,Stolberg
Eschweiler,DE,Rain,light rain,10d,283.49,282.12,282.49,284.35,1002.0,59.0,4.24,16.0,100.0,1648662449.0,1648617333.0,1648663376.0,7200.0,Eschweiler
Langenhagen,DE,Clouds,scattered clouds,03d,280.14,277.99,278.88,281.07,1003.0,63.0,3.09,70.0,40.0,1648662449.0,1648616427.0,1648662623.0,7200.0,Region Hannover
Meerbusch,DE,Clouds,few clouds,02d,283.75,282.48,280.85,284.98,1002.0,62.0,4.12,30.0,20.0,1648662450.0,1648617220.0,1648663305.0,7200.0,Strümp
Waiblingen,DE,Clouds,broken clouds,04d,281.48,278.81,280.8,282.49,999.0,88.0,4.63,330.0,75.0,1648662450.0,1648616694.0,1648662559.0,7200.0,Waiblingen
Gorlitz,DE,Rain,light rain,10n,277.22,276.26,276.56,277.41,1000.0,89.0,1.34,45.0,100.0,1648662451.0,1648615232.0,1648661300.0,7200.0,Görlitz
Baden-Baden,DE,Clouds,broken clouds,04d,281.86,279.77,281.42,282.35,1000.0,83.0,3.6,40.0,75.0,1648662451.0,1648616955.0,1648662815.0,7200.0,Baden-Baden
Schweinfurt,DE,Clouds,overcast clouds,04d,280.04,277.58,277.84,280.26,1003.0,88.0,3.55,55.0,100.0,1648662235.0,1648616421.0,1648662392.0,7200.0,Schweinfurt
Hattingen,DE,Clouds,overcast clouds,04d,282.1,282.1,280.67,284.41,1000.0,58.0,0.45,337.0,99.0,1648662451.0,1648617089.0,1648663186.0,7200.0,Hattingen
Bad Homburg,DE,Clouds,broken clouds,04d,282.44,281.76,281.62,283.8,1002.0,72.0,1.73,97.0,82.0,1648662452.0,1648616802.0,1648662790.0,7200.0,Bad Homburg
Pulheim,DE,Clouds,overcast clouds,04d,284.21,282.83,283.06,284.88,1000.0,56.0,4.92,33.0,100.0,1648662195.0,1648617201.0,1648663260.0,7200.0,Pulheim
Lingen,DE,Clouds,overcast clouds,04d,279.26,276.39,278.79,280.83,1004.0,75.0,3.96,51.0,100.0,1648662452.0,1648617003.0,1648663210.0,7200.0,Lingen
Bad Salzuflen,DE,Clouds,overcast clouds,04d,279.86,277.17,279.07,281.46,1003.0,70.0,3.88,28.0,100.0,1648662453.0,1648616681.0,1648662844.0,7200.0,Bad Salzuflen
Nordhorn,DE,Clouds,overcast clouds,04d,279.72,277.08,278.79,280.89,1004.0,66.0,3.74,49.0,100.0,1648662453.0,1648617068.0,1648663265.0,7200.0,Nordhorn
Wetzlar,DE,Clouds,overcast clouds,04d,282.41,281.97,280.69,283.33,1002.0,65.0,1.49,130.0,91.0,1648662453.0,1648616813.0,1648662832.0,7200.0,Wetzlar
Frechen,DE,Clouds,broken clouds,04d,284.25,282.8,282.94,285.27,1001.0,53.0,3.6,350.0,75.0,1648662435.0,1648617201.0,1648663252.0,7200.0,Frechen
Neustadt,DE,Clouds,overcast clouds,04d,282.72,282.41,281.86,283.86,1001.0,63.0,1.41,61.0,98.0,1648662454.0,1648616941.0,1648662851.0,7200.0,Neustadt
Passau,DE,Clouds,overcast clouds,04n,282.76,282.76,281.8,284.1,997.0,92.0,0.61,198.0,100.0,1648662454.0,1648615711.0,1648661551.0,7200.0,Passau
Ahlen,DE,Clouds,overcast clouds,04d,281.19,278.35,280.72,281.85,1003.0,68.0,4.86,37.0,100.0,1648662454.0,1648616903.0,1648663034.0,7200.0,Ahlen
Wolfenbuttel,DE,Clouds,broken clouds,04n,279.12,276.76,278.54,280.66,1001.0,57.0,3.09,80.0,75.0,1648662455.0,1648616249.0,1648662418.0,7200.0,Wolfenbüttel
Ibbenburen,DE,Clouds,scattered clouds,03d,279.64,276.78,277.88,280.74,1003.0,70.0,4.12,20.0,40.0,1648662455.0,1648616920.0,1648663102.0,7200.0,Ibbenbueren
Kleve,DE,Clouds,overcast clouds,04d,281.58,279.07,280.34,283.27,1003.0,46.0,4.32,41.0,100.0,1648662455.0,1648617321.0,1648663456.0,7200.0,Kleve
Bad Kreuznach,DE,Clouds,broken clouds,04d,282.95,282.07,282.51,285.01,1001.0,75.0,2.05,122.0,84.0,1648662456.0,1648616997.0,1648662952.0,7200.0,Bad Kreuznach
Speyer,DE,Clear,clear sky,01d,282.97,282.08,281.96,283.72,1000.0,70.0,2.06,60.0,0.0,1648662456.0,1648616885.0,1648662793.0,7200.0,Speyer
Boblingen,DE,Clouds,broken clouds,04d,280.79,277.95,279.53,281.91,999.0,81.0,4.63,330.0,75.0,1648662456.0,1648616776.0,1648662629.0,7200.0,Böblingen
Willich,DE,Clear,clear sky,01d,283.57,282.34,282.07,284.94,1002.0,64.0,4.12,360.0,0.0,1648662456.0,1648617248.0,1648663333.0,7200.0,Willich
Gummersbach,DE,Clouds,overcast clouds,04d,281.45,279.03,280.74,282.59,1002.0,60.0,4.07,42.0,99.0,1648662457.0,1648617015.0,1648663078.0,7200.0,Gummersbach
Ravensburg,DE,Rain,light rain,10n,281.77,280.68,280.7,284.63,999.0,85.0,2.06,270.0,100.0,1648662457.0,1648616667.0,1648662445.0,7200.0,Ravensburg
Goslar,DE,Clouds,overcast clouds,04n,279.12,276.99,277.36,280.88,1003.0,66.0,2.77,48.0,100.0,1648662457.0,1648616288.0,1648662431.0,7200.0,Landkreis Goslar
