city_name,country_code,w_main,w_description,w_icon,w_temp,w_feels_like,w_temp_min,w_temp_max,w_pressure,humidity,wind_speed,wind_deg,clouds,dt,sunrise,sunset,timezone,w_name
Viersen,DE,Mist,mist,50d,278.99,278.0,274.7,281.45,999,92,1.54,290,100,1648716907,1648703550,1648749869,7200,Viersen
Marburg,DE,Clouds,overcast clouds,04d,278.39,275.54,276.41,279.35,999,68,3.6,83,100,1648716907,1648703004,1648749276,7200,Marburg
Rheine,DE,Clouds,overcast clouds,04d,277.27,273.82,275.05,278.96,1000,80,4.19,113,100,1648716907,1648703247,1648749673,7200,Rheine
Troisdorf,DE,Clouds,scattered clouds,03d,279.24,277.29,278.34,280.3,998,83,2.57,60,40,1648716907,1648703390,1648749663,7200,Troisdorf
Wilhelmshaven,DE,Snow,snow,13d,273.27,266.27,273.12,273.73,1003,97,11.28,75,100,1648716834,1648703010,1648749574,7200,Wilhelmshaven
Bayreuth,DE,Clouds,overcast clouds,04d,277.81,274.33,275.69,278.82,996,94,4.47,90,100,1648716908,1648702373,1648748558,7200,Bayreuth
Luneburg,DE,Snow,light snow,13d,274.99,270.24,272.08,276.51,1005,79,5.57,82,100,1648716908,1648702479,1648749010,7200,Lüneburg
Dorsten,DE,Clouds,overcast clouds,04d,278.8,275.8,277.22,279.98,999,93,4.02,0,100,1648716909,1648703392,1648749753,7200,Hochfeld
Castrop-Rauxel,DE,Clouds,overcast clouds,04d,278.68,278.68,277.44,279.53,997,83,0.89,83,100,1648716783,1648703313,1648749662,7200,Castrop-Rauxel
Detmold,DE,Clouds,overcast clouds,04d,277.86,275.94,277.53,278.86,999,83,2.24,99,100,1648716909,1648702918,1648749306,7200,Detmold
Arnsberg,DE,Clouds,overcast clouds,04d,277.78,275.02,276.81,278.25,999,68,3.27,114,100,1648716909,1648703142,1648749475,7200,Arnsberg
